city,stateAbb,year,department,expensecat,subdep,expensedescrip,personneltype,group,total
Atlanta,GA,2020,Police Department,Personnel Services,All Sub-departments,Salaries,Other Staff,Group 5,263698
Atlanta,GA,2020,Police Department,Personnel Services,All Sub-departments,Salaries,Sworn staff,Group 5,117897860
Atlanta,GA,2020,Police Department,Personnel Services,All Sub-departments,Worker's Compensations,All staff,Group 5,4406560
Austin,TX,2020,Police Department,Capital Projects,Specialized Patrol,Wastewater service,All Staff,Group 4,500
Austin,TX,2020,Police Department,Capital Projects,Transfers,Other,All Staff,Group 4,22824
Austin,TX,2020,Police Department,Contractual Services,Investigations,Other,All Staff,Group 4,734696
Austin,TX,2020,Police Department,Contractual Services,Patrol,Salaries,All Staff,Group 4,8367
Austin,TX,2020,Police Department,Contractual Services,Support Services,Court Costs,All Staff,Group 4,30000
Austin,TX,2020,Police Department,Contractual Services,Support Services,Credit Card Fees,All Staff,Group 4,25000
Austin,TX,2020,Police Department,Contractual Services,Support Services,Facility,All Staff,Group 4,3000
Austin,TX,2020,Police Department,Equipment,Air Operations,Dues,All Staff,Group 4,1600
Austin,TX,2020,Police Department,Equipment,Air Operations,Gasoline,All Staff,Group 4,150000
Austin,TX,2020,Police Department,Equipment,Air Operations,Maintenance,All Staff,Group 4,250500
Austin,TX,2020,Police Department,Equipment,Air Operations,Overtime,All Staff,Group 4,35000
Austin,TX,2020,Police Department,Equipment,Air Operations,Rentals,All Staff,Group 4,144503
Austin,TX,2020,Police Department,Equipment,Air Operations,Salaries,All Staff,Group 4,868530
Austin,TX,2020,Police Department,Equipment,Communications,Retirement/pension,All Staff,Group 4,29036
Austin,TX,2020,Police Department,Equipment,Communications,Salaries,All Staff,Group 4,566585
Austin,TX,2020,Police Department,Equipment,Community Partnerships,Benefits,All Staff,Group 4,18197
Austin,TX,2020,Police Department,Equipment,Community Partnerships,Dues,All Staff,Group 4,150
Austin,TX,2020,Police Department,Equipment,Community Partnerships,Field Equipment,All Staff,Group 4,38806
Austin,TX,2020,Police Department,Equipment,Community Partnerships,IT Maintenance,All Staff,Group 4,600
Austin,TX,2020,Police Department,Equipment,Community Partnerships,Salaries,All Staff,Group 4,8000
Austin,TX,2020,Police Department,Equipment,Community Partnerships,Transportation,All Staff,Group 4,5886
Austin,TX,2020,Police Department,Equipment,Community Partnerships,Uniforms,All Staff,Group 4,8000
Austin,TX,2020,Police Department,Equipment,Forensic Services,Animal Supplies,All Staff,Group 4,22800
Austin,TX,2020,Police Department,Equipment,Forensic Services,Chemicals,All Staff,Group 4,20500
Austin,TX,2020,Police Department,Equipment,Forensic Services,Explosives/blasting,All Staff,Group 4,117675
Austin,TX,2020,Police Department,Equipment,Forensic Services,Field Equipment,All Staff,Group 4,80300
Austin,TX,2020,Police Department,Equipment,Forensic Services,Identification,All Staff,Group 4,13300
Austin,TX,2020,Police Department,Equipment,Forensic Services,IT Supplies,All Staff,Group 4,2100
Austin,TX,2020,Police Department,Equipment,Forensic Services,Medical supplies,All Staff,Group 4,189950
Austin,TX,2020,Police Department,Equipment,Forensic Services,Retirement/pension,All Staff,Group 4,2021008
Austin,TX,2020,Police Department,Equipment,Forensic Services,Salaries,All Staff,Group 4,5232691
Austin,TX,2020,Police Department,Equipment,Forensic Services,Transportation,All Staff,Group 4,28902
Austin,TX,2020,Police Department,Equipment,Homelessness,Maintenance,All Staff,Group 4,6036
Austin,TX,2020,Police Department,Equipment,Homelessness,Rentals,All Staff,Group 4,5000
Austin,TX,2020,Police Department,Equipment,Homelessness,Uniforms,All Staff,Group 4,500
Austin,TX,2020,Police Department,Equipment,Internal Affairs,IT Supplies,All Staff,Group 4,500
Austin,TX,2020,Police Department,Equipment,Internal Affairs,Retirement/pension,All Staff,Group 4,594271
Austin,TX,2020,Police Department,Equipment,Internal Affairs,Salaries,All Staff,Group 4,401892
Austin,TX,2020,Police Department,Equipment,Internal Affairs,Transportation,All Staff,Group 4,1286
Austin,TX,2020,Police Department,Equipment,Investigations,Animal Supplies,All Staff,Group 4,11100
Austin,TX,2020,Police Department,Equipment,Investigations,Field Equipment,All Staff,Group 4,57240
Austin,TX,2020,Police Department,Equipment,Investigations,Food,All Staff,Group 4,800
Austin,TX,2020,Police Department,Equipment,Investigations,Maintenance ,All Staff,Group 4,18585
Austin,TX,2020,Police Department,Equipment,Investigations,Maintenance equipment,All Staff,Group 4,26617
Austin,TX,2020,Police Department,Equipment,Investigations,Office supplies,All Staff,Group 4,61353
Austin,TX,2020,Police Department,Equipment,Investigations,Phones,All Staff,Group 4,5570
Austin,TX,2020,Police Department,Equipment,Investigations,Printing,All Staff,Group 4,120
Austin,TX,2020,Police Department,Equipment,Investigations,Rentals,All Staff,Group 4,7800
Austin,TX,2020,Police Department,Equipment,Investigations,Transportation,All Staff,Group 4,10000
Austin,TX,2020,Police Department,Equipment,Patrol,Animal Supplies,All Staff,Group 4,7100
Austin,TX,2020,Police Department,Equipment,Patrol,Explosives/blasting,All Staff,Group 4,22428
Austin,TX,2020,Police Department,Equipment,Patrol,Field Equipment,All Staff,Group 4,5723166
Austin,TX,2020,Police Department,Equipment,Patrol,Identification,All Staff,Group 4,24142
Austin,TX,2020,Police Department,Equipment,Patrol,IT Maintenance,All Staff,Group 4,2171129
Austin,TX,2020,Police Department,Equipment,Patrol,Maintenance,All Staff,Group 4,14088
Austin,TX,2020,Police Department,Equipment,Patrol,Medical supplies,All Staff,Group 4,1278
Austin,TX,2020,Police Department,Equipment,Patrol,Rentals,All Staff,Group 4,136180
Austin,TX,2020,Police Department,Equipment,Patrol,Transportation,All Staff,Group 4,2961484
Austin,TX,2020,Police Department,Equipment,Patrol,Uniforms,All Staff,Group 4,827535
Austin,TX,2020,Police Department,Equipment,Patrol Support,Field Equipment,All Staff,Group 4,41215
Austin,TX,2020,Police Department,Equipment,Patrol Support,IT Maintenance,All Staff,Group 4,409917
Austin,TX,2020,Police Department,Equipment,Patrol Support,Transportation,All Staff,Group 4,10086
Austin,TX,2020,Police Department,Equipment,Patrol Support,Uniforms,All Staff,Group 4,85500
Austin,TX,2020,Police Department,Equipment,Recruiting,Dues,All Staff,Group 4,6956
Austin,TX,2020,Police Department,Equipment,Recruiting,IT Supplies,All Staff,Group 4,800
Austin,TX,2020,Police Department,Equipment,Recruiting,Retirement/pension,All Staff,Group 4,468958
Austin,TX,2020,Police Department,Equipment,Recruiting,Salaries,All Staff,Group 4,381056
Austin,TX,2020,Police Department,Equipment,Recruiting,Transportation,All Staff,Group 4,455
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Animal Supplies,All Staff,Group 4,74416
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Field Equipment,All Staff,Group 4,279538
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Overtime,All Staff,Group 4,231000
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Rentals,All Staff,Group 4,46432
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Salaries,All Staff,Group 4,18640163
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Transportation,All Staff,Group 4,25535
Austin,TX,2020,Police Department,Equipment,Specialized Patrol,Uniforms,All Staff,Group 4,39500
Austin,TX,2020,Police Department,Equipment,Strategic Support,Dues,All Staff,Group 4,177786
Austin,TX,2020,Police Department,Equipment,Strategic Support,Field Equipment,All Staff,Group 4,6669
Austin,TX,2020,Police Department,Equipment,Strategic Support,Identification,All Staff,Group 4,1500
Austin,TX,2020,Police Department,Equipment,Strategic Support,IT Supplies,All Staff,Group 4,139464
Austin,TX,2020,Police Department,Equipment,Strategic Support,Phones,All Staff,Group 4,4200
Austin,TX,2020,Police Department,Equipment,Strategic Support,Retirement/pension,All Staff,Group 4,1147139
Austin,TX,2020,Police Department,Equipment,Strategic Support,Salaries,All Staff,Group 4,5471467
Austin,TX,2020,Police Department,Equipment,Strategic Support,Transportation,All Staff,Group 4,5791
Austin,TX,2020,Police Department,Equipment,Strategic Support,Tuition Reimbursement,All Staff,Group 4,24060
Austin,TX,2020,Police Department,Equipment,Support Services,Armored Courier,All Staff,Group 4,4000
Austin,TX,2020,Police Department,Equipment,Support Services,Chemicals,All Staff,Group 4,125
Austin,TX,2020,Police Department,Equipment,Support Services,Dues,All Staff,Group 4,38650
Austin,TX,2020,Police Department,Equipment,Support Services,Field Equipment,All Staff,Group 4,70000
Austin,TX,2020,Police Department,Equipment,Support Services,Gasoline,All Staff,Group 4,103292
Austin,TX,2020,Police Department,Equipment,Support Services,Identification,All Staff,Group 4,25936
Austin,TX,2020,Police Department,Equipment,Support Services,IT Supplies,All Staff,Group 4,12170
Austin,TX,2020,Police Department,Equipment,Support Services,Maintenance,All Staff,Group 4,46743
Austin,TX,2020,Police Department,Equipment,Support Services,Medical supplies,All Staff,Group 4,500
Austin,TX,2020,Police Department,Equipment,Support Services,Office supplies,All Staff,Group 4,1500
Austin,TX,2020,Police Department,Equipment,Support Services,Phones,All Staff,Group 4,16380
Austin,TX,2020,Police Department,Equipment,Support Services,Retirement/pension,All Staff,Group 4,1261580
Austin,TX,2020,Police Department,Equipment,Support Services,Salaries,All Staff,Group 4,6651991
Austin,TX,2020,Police Department,Equipment,Support Services,Transportation,All Staff,Group 4,56112
Austin,TX,2020,Police Department,Equipment,Support Services,Tuition Reimbursement,All Staff,Group 4,178400
Austin,TX,2020,Police Department,Equipment,Training,Explosives/blasting,All Staff,Group 4,645636
Austin,TX,2020,Police Department,Equipment,Training,Field Equipment,All Staff,Group 4,53487
Austin,TX,2020,Police Department,Equipment,Training,Identification,All Staff,Group 4,400
Austin,TX,2020,Police Department,Equipment,Training,IT Supplies,All Staff,Group 4,1198
Austin,TX,2020,Police Department,Equipment,Training,Maintenance,All Staff,Group 4,6500
Austin,TX,2020,Police Department,Equipment,Training,Medical supplies,All Staff,Group 4,47050
Austin,TX,2020,Police Department,Equipment,Training,Phones,All Staff,Group 4,1680
Austin,TX,2020,Police Department,Equipment,Training,Retirement/pension,All Staff,Group 4,155205
Austin,TX,2020,Police Department,Equipment,Training,Salaries,All Staff,Group 4,10385405
Austin,TX,2020,Police Department,Equipment,Training,Transportation,All Staff,Group 4,6802
Austin,TX,2020,Police Department,Equipment,Training,Tuition Reimbursement,All Staff,Group 4,97920
Austin,TX,2020,Police Department,Equipment,Transfers,Market Study Adjustment,All Staff,Group 4,832870
Austin,TX,2020,Police Department,Equipment,Victim Services,Phones,All Staff,Group 4,2940
Austin,TX,2020,Police Department,Equipment,Victim Services,Retirement/pension,All Staff,Group 4,380712
Austin,TX,2020,Police Department,Equipment,Victim Services,Salaries,All Staff,Group 4,2119553
Austin,TX,2020,Police Department,Equipment,Victim Services,Transportation,All Staff,Group 4,1646
Austin,TX,2020,Police Department,Interdepartmental Charges,Investigations,All expense items,All Staff,Group 4,250
Austin,TX,2020,Police Department,Interdepartmental Charges,Patrol,Interdepartmental Charges,All Staff,Group 4,514405
Austin,TX,2020,Police Department,Interdepartmental Charges,Support Services,Interdepartmental Charges,All Staff,Group 4,85095
Austin,TX,2020,Police Department,Interdepartmental Charges,Transfers,Interdepartmental Charges,All Staff,Group 4,5172134
Austin,TX,2020,Police Department,Maintenance & Equipment,All Sub-departments,All expense items,All Staff,Group 4,6559039
Austin,TX,2020,Police Department,Materials and Services,Air Operations,Salaries,All Staff,Group 4,32400
Austin,TX,2020,Police Department,Materials and Services,Community Partnerships,Food,All Staff,Group 4,346
Austin,TX,2020,Police Department,Materials and Services,Community Partnerships,Overtime,All Staff,Group 4,1550
Austin,TX,2020,Police Department,Materials and Services,Community Partnerships,Salaries,All Staff,Group 4,7200
Austin,TX,2020,Police Department,Materials and Services,Community Partnerships,Small tools/minor equipment,All Staff,Group 4,4000
Austin,TX,2020,Police Department,Materials and Services,Forensic Services,Food,All Staff,Group 4,2751
Austin,TX,2020,Police Department,Materials and Services,Forensic Services,Overtime,All Staff,Group 4,555000
Austin,TX,2020,Police Department,Materials and Services,Internal Affairs,Dues,All Staff,Group 4,50
Austin,TX,2020,Police Department,Materials and Services,Internal Affairs,Overtime,All Staff,Group 4,24600
Austin,TX,2020,Police Department,Materials and Services,Investigations,Medical supplies,All Staff,Group 4,217317
Austin,TX,2020,Police Department,Materials and Services,Investigations,Technical services,All Staff,Group 4,105569
Austin,TX,2020,Police Department,Materials and Services,Patrol,Food,All Staff,Group 4,250
Austin,TX,2020,Police Department,Materials and Services,Patrol,Salaries,All Staff,Group 4,2178000
Austin,TX,2020,Police Department,Materials and Services,Patrol,Small tools/minor equipment,All Staff,Group 4,855510
