"citystate","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Recruiting","Salaries/Wages","All Staff","Group 4",35954
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Recruiting","Tuition Reimbursement","All Staff","Group 4",44280
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Recruiting","Uniform","All Staff","Group 4",21500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Facility","All Staff","Group 4",14000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Overtime","All Staff","Group 4",12000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Overtime - Civil Service","All Staff","Group 4",2125345
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Police supplies","All Staff","Group 4",16988
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Postage","All Staff","Group 4",28
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Printing/binding/photo/repr","All Staff","Group 4",1556
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Professional registration","All Staff","Group 4",1500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Rental-other equipment","All Staff","Group 4",45249
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Stability pay","All Staff","Group 4",11391
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Telephone-base cost","All Staff","Group 4",1123
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Temporary employees","All Staff","Group 4",52868
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Wastewater service","All Staff","Group 4",500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Insurance","All Staff","Group 4",142
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","IT Maintenance","All Staff","Group 4",1001151
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Maintenance","All Staff","Group 4",5370
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Office supplies","All Staff","Group 4",17700
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Overtime","All Staff","Group 4",64000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Printing","All Staff","Group 4",365068
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Salaries/Wages","All Staff","Group 4",67069
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Strategic Support","Uniform","All Staff","Group 4",5500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Awards and Recognition","All Staff","Group 4",45581
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Expense refunds","All Staff","Group 4",-10000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Facility","All Staff","Group 4",553956
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Grants to others/subrecipients","All Staff","Group 4",84720
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Insurance","All Staff","Group 4",47
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","IT Maintenance","All Staff","Group 4",71089
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Legal Fees","All Staff","Group 4",70700
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Maintenance","All Staff","Group 4",122782
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Office supplies","All Staff","Group 4",393214
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Overtime","All Staff","Group 4",38000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Permits and Fees","All Staff","Group 4",2140
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Printing","All Staff","Group 4",51864
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Recruitment","All Staff","Group 4",500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Salaries/Wages","All Staff","Group 4",45926
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Uniform","All Staff","Group 4",29000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Support Services","Wastewater service","All Staff","Group 4",10500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Facility","All Staff","Group 4",250
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Insurance","All Staff","Group 4",71
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","IT Maintenance","All Staff","Group 4",63780
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Office supplies","All Staff","Group 4",5150
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Overtime","All Staff","Group 4",29223
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Printing","All Staff","Group 4",18500
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Salaries/Wages","All Staff","Group 4",9831
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Subscriptions","All Staff","Group 4",6900
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Training","Uniform","All Staff","Group 4",24502
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Transfers","Liability Reserve","All Staff","Group 4",3150000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Transfers","Regional Radio System","All Staff","Group 4",6444385
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Victim Services","Grant reimbursement","All Staff","Group 4",-63568
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Victim Services","Office supplies","All Staff","Group 4",10349
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Victim Services","Overtime","All Staff","Group 4",23000
"Austin, Texas","2020","Police Department","Non-Equipment Expense","Victim Services","Salaries/Wages","All Staff","Group 4",26489
"Austin, Texas","2020","Police Department","Operations","Communications","Maintenance","All Staff","Group 4",3463
"Austin, Texas","2020","Police Department","Operations","Communications","Other","All Staff","Group 4",86934
"Austin, Texas","2020","Police Department","Operations","Forensic Services","Maintenance","All Staff","Group 4",122092
"Austin, Texas","2020","Police Department","Operations","Internal Affairs","Other","All Staff","Group 4",29300
"Austin, Texas","2020","Police Department","Operations","Investigations","Advertising","All Staff","Group 4",500
"Austin, Texas","2020","Police Department","Operations","Investigations","IT Maintenance","All Staff","Group 4",18518
"Austin, Texas","2020","Police Department","Operations","Investigations","IT Supplies","All Staff","Group 4",3850
"Austin, Texas","2020","Police Department","Operations","Investigations","Transportation","All Staff","Group 4",373798
"Austin, Texas","2020","Police Department","Operations","Investigations","Travel","All Staff","Group 4",8600
"Austin, Texas","2020","Police Department","Operations","Recruiting","Advertisting","All Staff","Group 4",28030
"Austin, Texas","2020","Police Department","Operations","Recruiting","Other","All Staff","Group 4",78700
"Austin, Texas","2020","Police Department","Operations","Specialized Patrol","Advertising","All Staff","Group 4",32622
"Austin, Texas","2020","Police Department","Operations","Strategic Support","Other","All Staff","Group 4",7002737
"Austin, Texas","2020","Police Department","Operations","Support Services","Advertisting","All Staff","Group 4",5135
"Austin, Texas","2020","Police Department","Operations","Support Services","Agricultural/horticultural","All Staff","Group 4",100
"Austin, Texas","2020","Police Department","Operations","Support Services","Maintenance","All Staff","Group 4",27040
"Austin, Texas","2020","Police Department","Operations","Support Services","Office supplies","All Staff","Group 4",8000
"Austin, Texas","2020","Police Department","Operations","Victim Services","Office supplies","All Staff","Group 4",100
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Benefits","All Staff","Group 4",208757
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Maintenance-computer software","All Staff","Group 4",12040
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Medicare tax","All Staff","Group 4",14439
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Regular wages - full-time","All Staff","Group 4",64480
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Retirement/pension","All Staff","Group 4",199817
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Salaries/Wages","All Staff","Group 4",19260
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Services-medical/surgical","All Staff","Group 4",165
"Austin, Texas","2020","Police Department","Personnel Services","Air Operations","Services-other","All Staff","Group 4",22800
