"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"279","Arlington","TX","2020","Police Department","Personnel Services","Traffic","Wages","All staff","Group 4",37980
"280","Arlington","TX","2020","Police Department","Personnel Services","West Division Ops","Benefits","All staff","Group 4",3164838.82
"281","Arlington","TX","2020","Police Department","Personnel Services","West Division Ops","Overtime","All staff","Group 4",149400
"282","Arlington","TX","2020","Police Department","Personnel Services","West Division Ops","Salaries","All staff","Group 4",9272628.15
"283","Arlington","TX","2020","Police Department","Personnel Services","Youth Support","Benefits","All staff","Group 4",853776.26
"284","Arlington","TX","2020","Police Department","Personnel Services","Youth Support","Overtime","All staff","Group 4",117148
"285","Arlington","TX","2020","Police Department","Personnel Services","Youth Support","Salaries","All staff","Group 4",2422836.12
"286","Atlanta","GA","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 5",246370
"287","Atlanta","GA","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 5",16080480
"288","Atlanta","GA","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 5",4395658
"289","Atlanta","GA","2020","Police Department","Financing issues","All Sub-departments","All expense items","All staff","Group 5",3703202
"290","Atlanta","GA","2020","Police Department","Intergovernmental Charges","All Sub-departments","All expense items","All staff","Group 5",8214819
"291","Atlanta","GA","2020","Police Department","Operations","All Sub-departments","Other costs","All staff","Group 5",443014
"292","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 5",28573757
"293","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 5",14420514
"294","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Retirement/pension","All staff","Group 5",28572032
"295","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Salaries","Civilian staff","Group 5",21290811
"296","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Salaries","Other Staff","Group 5",263698
"297","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Salaries","Sworn staff","Group 5",117897860
"298","Atlanta","GA","2020","Police Department","Personnel Services","All Sub-departments","Worker's Compensations","All staff","Group 5",4406560
"299","Austin","TX","2020","Police Department","Capital Projects","Specialized Patrol","Wastewater service","All Staff","Group 4",500
"300","Austin","TX","2020","Police Department","Capital Projects","Transfers","Other","All Staff","Group 4",22824
"301","Austin","TX","2020","Police Department","Contractual Services","Investigations","Other","All Staff","Group 4",734696
"302","Austin","TX","2020","Police Department","Contractual Services","Patrol","Salaries","All Staff","Group 4",8367
"303","Austin","TX","2020","Police Department","Contractual Services","Support Services","Court Costs","All Staff","Group 4",30000
"304","Austin","TX","2020","Police Department","Contractual Services","Support Services","Credit Card Fees","All Staff","Group 4",25000
"305","Austin","TX","2020","Police Department","Contractual Services","Support Services","Facility","All Staff","Group 4",3000
"306","Austin","TX","2020","Police Department","Equipment","Air Operations","Dues","All Staff","Group 4",1600
"307","Austin","TX","2020","Police Department","Equipment","Air Operations","Gasoline","All Staff","Group 4",150000
"308","Austin","TX","2020","Police Department","Equipment","Air Operations","Maintenance","All Staff","Group 4",250500
"309","Austin","TX","2020","Police Department","Equipment","Air Operations","Overtime","All Staff","Group 4",35000
"310","Austin","TX","2020","Police Department","Equipment","Air Operations","Rentals","All Staff","Group 4",144503
"311","Austin","TX","2020","Police Department","Equipment","Air Operations","Salaries","All Staff","Group 4",868530
"312","Austin","TX","2020","Police Department","Equipment","Communications","Retirement/pension","All Staff","Group 4",29036
"313","Austin","TX","2020","Police Department","Equipment","Communications","Salaries","All Staff","Group 4",566585
"314","Austin","TX","2020","Police Department","Equipment","Community Partnerships","Benefits","All Staff","Group 4",18197
"315","Austin","TX","2020","Police Department","Equipment","Community Partnerships","Dues","All Staff","Group 4",150
"316","Austin","TX","2020","Police Department","Equipment","Community Partnerships","Field Equipment","All Staff","Group 4",38806
"317","Austin","TX","2020","Police Department","Equipment","Community Partnerships","IT Maintenance","All Staff","Group 4",600
"318","Austin","TX","2020","Police Department","Equipment","Community Partnerships","Salaries","All Staff","Group 4",8000
"319","Austin","TX","2020","Police Department","Equipment","Community Partnerships","Transportation","All Staff","Group 4",5886
"320","Austin","TX","2020","Police Department","Equipment","Community Partnerships","Uniforms","All Staff","Group 4",8000
"321","Austin","TX","2020","Police Department","Equipment","Forensic Services","Animal Supplies","All Staff","Group 4",22800
"322","Austin","TX","2020","Police Department","Equipment","Forensic Services","Chemicals","All Staff","Group 4",20500
"323","Austin","TX","2020","Police Department","Equipment","Forensic Services","Explosives/blasting","All Staff","Group 4",117675
"324","Austin","TX","2020","Police Department","Equipment","Forensic Services","Field Equipment","All Staff","Group 4",80300
"325","Austin","TX","2020","Police Department","Equipment","Forensic Services","Identification","All Staff","Group 4",13300
"326","Austin","TX","2020","Police Department","Equipment","Forensic Services","IT Supplies","All Staff","Group 4",2100
"327","Austin","TX","2020","Police Department","Equipment","Forensic Services","Medical supplies","All Staff","Group 4",189950
"328","Austin","TX","2020","Police Department","Equipment","Forensic Services","Retirement/pension","All Staff","Group 4",2021008
"329","Austin","TX","2020","Police Department","Equipment","Forensic Services","Salaries","All Staff","Group 4",5232691
"330","Austin","TX","2020","Police Department","Equipment","Forensic Services","Transportation","All Staff","Group 4",28902
"331","Austin","TX","2020","Police Department","Equipment","Homelessness","Maintenance","All Staff","Group 4",6036
"332","Austin","TX","2020","Police Department","Equipment","Homelessness","Rentals","All Staff","Group 4",5000
"333","Austin","TX","2020","Police Department","Equipment","Homelessness","Uniforms","All Staff","Group 4",500
"334","Austin","TX","2020","Police Department","Equipment","Internal Affairs","IT Supplies","All Staff","Group 4",500
"335","Austin","TX","2020","Police Department","Equipment","Internal Affairs","Retirement/pension","All Staff","Group 4",594271
"336","Austin","TX","2020","Police Department","Equipment","Internal Affairs","Salaries","All Staff","Group 4",401892
"337","Austin","TX","2020","Police Department","Equipment","Internal Affairs","Transportation","All Staff","Group 4",1286
"338","Austin","TX","2020","Police Department","Equipment","Investigations","Animal Supplies","All Staff","Group 4",11100
"339","Austin","TX","2020","Police Department","Equipment","Investigations","Field Equipment","All Staff","Group 4",57240
"340","Austin","TX","2020","Police Department","Equipment","Investigations","Food","All Staff","Group 4",800
"341","Austin","TX","2020","Police Department","Equipment","Investigations","Maintenance ","All Staff","Group 4",18585
"342","Austin","TX","2020","Police Department","Equipment","Investigations","Maintenance equipment","All Staff","Group 4",26617
"343","Austin","TX","2020","Police Department","Equipment","Investigations","Office supplies","All Staff","Group 4",61353
"344","Austin","TX","2020","Police Department","Equipment","Investigations","Phones","All Staff","Group 4",5570
"345","Austin","TX","2020","Police Department","Equipment","Investigations","Printing","All Staff","Group 4",120
"346","Austin","TX","2020","Police Department","Equipment","Investigations","Rentals","All Staff","Group 4",7800
"347","Austin","TX","2020","Police Department","Equipment","Investigations","Transportation","All Staff","Group 4",10000
"348","Austin","TX","2020","Police Department","Equipment","Patrol","Animal Supplies","All Staff","Group 4",7100
